ID,Titulo,Detalles,URL,Niveles,Nivel,Categorias
2165,Writing in English – How to Summarize,writing,https://www.engvid.com/writing-how-to-summarize/,"Beginner, Intermediate, Advanced",Advanced,writing
2166,Commonly Confused Words in English: LIVE & LIVE,pronunciation speaking,https://www.engvid.com/confused-words-live-live/,Beginner,Beginner,"pronunciation, speaking"
2167,Common Irregular Verbs (grouped by ending pattern),English resource grammar,https://www.engvid.com/english-resource/common-irregular-verbs-grouped/,,Unspecified,"english resource, grammar"
2168,Common Irregular Verbs,English resource grammar,https://www.engvid.com/english-resource/irregular-verbs/,,Unspecified,"english resource, grammar"
2169,"English Grammar – How Often? – ALWAYS, USUALLY, OFTEN, SOMETIMES, NEVER",grammar,https://www.engvid.com/grammar-how-often-always-usually-often-never/,Beginner,Beginner,grammar
2170,Business English – Talking about your Work,business english speaking,https://www.engvid.com/business-english-talking-about-your-work/,Beginner,Beginner,"business english, speaking"
2171,English Idioms – ‘Foot’,expressions,https://www.engvid.com/english-idioms-foot/,Intermediate,Intermediate,expressions
2172,Speaking English – Talking about Family,culture & tips pronunciation speaking vocabulary,https://www.engvid.com/speaking-english-talking-about-family/,Beginner,Beginner,"culture & tips, pronunciation, speaking, vocabulary"
2173,"Speaking English – MUST, HAVE TO, HAVE GOT TO – Necessity",grammar speaking,https://www.engvid.com/must-have-to-have-got-to-necessity/,Intermediate,Intermediate,"grammar, speaking"
2174,Commonly Confused Words in English: EFFECT & AFFECT,vocabulary,https://www.engvid.com/confused-words-effect-affect/,"Beginner, Intermediate",Intermediate,vocabulary
2175,Expressions in English – MOUTH,expressions vocabulary,https://www.engvid.com/english-expressions-mouth/,Intermediate,Intermediate,"expressions, vocabulary"
2176,English Pronunciation – Words ending with ion,pronunciation,https://www.engvid.com/english-pronunciation-words-ending-with-ion/,Beginner,Beginner,pronunciation
2177,Expressions with DO & MAKE,English resource grammar,https://www.engvid.com/english-resource/do-make-expressions/,Beginner,Beginner,"english resource, grammar"
2178,Preference – How to talk about what you want in English,grammar speaking,https://www.engvid.com/preference-how-to-talk-about-what-you-want-in-english/,Intermediate,Intermediate,"grammar, speaking"
2179,English Vocabulary – First name? Given name? Forename? What’s your name?,culture & tips vocabulary,https://www.engvid.com/vocabulary-first-name-given-forename-surname/,Beginner,Beginner,"culture & tips, vocabulary"
2180,Learn English – How to Listen and Understand,comprehension culture & tips speaking,https://www.engvid.com/learn-english-listen-understand/,"Beginner, Intermediate, Advanced",Advanced,"comprehension, culture & tips, speaking"
2181,50 Common Grammar Mistakes in English,English resource grammar,https://www.engvid.com/english-resource/50-common-grammar-mistakes-in-english/,,Unspecified,"english resource, grammar"
2182,English Grammar – Tag Questions,grammar speaking,https://www.engvid.com/english-grammar-tag-questions/,Intermediate,Intermediate,"grammar, speaking"
2183,English Grammar – Making simple “TO BE” questions,grammar,https://www.engvid.com/grammar-making-to-be-questions/,Beginner,Beginner,grammar
2184,Commonly Confused Words in English: BEFORE & AGO,vocabulary,https://www.engvid.com/confused-words-before-ago/,Beginner,Beginner,vocabulary
2185,"Basic English Grammar – THIS, THAT, THESE, THOSE",grammar,https://www.engvid.com/basic-grammar-this-that-these-those/,Beginner,Beginner,grammar
2186,English Vocabulary – LISTEN & HEAR,vocabulary,https://www.engvid.com/english-vocabulary-listen-hear/,Beginner,Beginner,vocabulary
2187,Business English – How to minimize problems,business english culture & tips speaking,https://www.engvid.com/business-english-how-to-minimize-problems/,Intermediate,Intermediate,"business english, culture & tips, speaking"
2188,All about phrasal verbs in English,expressions grammar,https://www.engvid.com/phrasal-verbs-in-english/,Advanced,Advanced,"expressions, grammar"
2189,Speaking English – Expectations – How to use “supposed to”,grammar speaking,https://www.engvid.com/speaking-english-expectations-how-to-use-supposed-to/,Intermediate,Intermediate,"grammar, speaking"
2190,English Vocabulary – LOOK / SEE / WATCH,vocabulary,https://www.engvid.com/english-vocabulary-look-see-watch/,Intermediate,Intermediate,vocabulary
2191,Polite English – Saying Yes and No,speaking vocabulary,https://www.engvid.com/polite-english-saying-yes-no/,Beginner,Beginner,"speaking, vocabulary"
2192,"Commonly Confused Words in English – BYE, BUY, BY, BI",vocabulary,https://www.engvid.com/confused-words-bye-buy-by-bi/,Beginner,Beginner,vocabulary
2193,Idioms in English – Parts of the Body,expressions,https://www.engvid.com/idioms-english-body/,Intermediate,Intermediate,expressions
2194,English Pronunciation – 4 Tips to Improve Your Accent,culture & tips pronunciation,https://www.engvid.com/english-pronunciation-4-tips-to-improve-your-accent/,Beginner,Beginner,"culture & tips, pronunciation"
2195,Polite English – 8 Ways to Say ‘Thank You’ in English,speaking vocabulary,https://www.engvid.com/polite-english-8-ways-to-say-thank-you/,Beginner,Beginner,"speaking, vocabulary"
2196,Expressions in English – Food,expressions vocabulary,https://www.engvid.com/expressions-in-english-food/,Intermediate,Intermediate,"expressions, vocabulary"
2197,"Talking About Quantity in English – A FEW, A LITTLE, FEW, LITTLE",grammar speaking,https://www.engvid.com/quantity-english-a-few-a-little/,Intermediate,Intermediate,"grammar, speaking"
2198,Pronunciation – E & I,pronunciation,https://www.engvid.com/pronunciation-e-i/,Beginner,Beginner,pronunciation
2199,English Vocabulary – How to talk about money,business english vocabulary,https://www.engvid.com/english-vocabulary-how-to-talk-about-money/,Intermediate,Intermediate,"business english, vocabulary"
2200,Vocabulary – How to talk about the weather in English,speaking vocabulary,https://www.engvid.com/vocabulary-how-to-talk-about-the-weather-in-english/,Beginner,Beginner,"speaking, vocabulary"
2201,"Grammar – Articles – When to use A, AN, or no article",grammar,https://www.engvid.com/grammar-articles-a-an-or-no-article/,Beginner,Beginner,grammar
2202,English Slang – FREAK,slang vocabulary,https://www.engvid.com/english-slang-freak/,Intermediate,Intermediate,"slang, vocabulary"
2203,5 Types of TOEFL Essays & TOEFL iBT Essay Patterns,TOEFL writing,https://www.engvid.com/5-types-of-toefl-essays-patterns/,Intermediate,Intermediate,writing
2204,English Writing – How to Write Numbers,writing,https://www.engvid.com/english-writing-how-to-write-numbers/,Intermediate,Intermediate,writing
2205,"English Grammar – Imperatives – How to give commands, directions, and more",grammar speaking,https://www.engvid.com/imperatives-give-commands-directions/,Intermediate,Intermediate,"grammar, speaking"
2206,Noun suffixes in English – understand new words you read!,comprehension culture & tips,https://www.engvid.com/noun-suffixes-in-english-understand-new-words-you-read/,Advanced,Advanced,"comprehension, culture & tips"
2207,English Vocabulary – Hair and Parts of the Face,vocabulary,https://www.engvid.com/english-vocabulary-hair-face/,Beginner,Beginner,vocabulary
2208,English Idioms – ‘Music’,expressions,https://www.engvid.com/english-idioms-music/,Beginner,Beginner,expressions
2209,"Basic English Grammar – HAVE, HAS, HAD",grammar,https://www.engvid.com/english-grammar-have-has-had/,Beginner,Beginner,grammar
2210,Phrasal Verbs – SHUT,expressions,https://www.engvid.com/phrasal-verbs-shut/,Intermediate,Intermediate,expressions
2211,"How to Give Advice in English – SHOULD, OUGHT TO, HAD BETTER",grammar speaking,https://www.engvid.com/give-advice-should-ought-to-had-better/,Intermediate,Intermediate,"grammar, speaking"
2212,What skills do you need for the TOEFL iBT?,TOEFL,https://www.engvid.com/toefl-ibt-skills/,Intermediate,Intermediate,
2213,English Pronunciation – Th & S,pronunciation,https://www.engvid.com/english-pronunciation-th-s/,Beginner,Beginner,pronunciation
2214,English Grammar – Present Perfect Simple & Present Perfect Continuous,grammar,https://www.engvid.com/english-grammar-present-perfect-simple-continuous/,Intermediate,Intermediate,grammar
2215,English Grammar – How to use SINCE and FOR with the Present Perfect,grammar,https://www.engvid.com/english-grammar-how-to-use-since-and-for-with-the-present-perfect/,Intermediate,Intermediate,grammar
2216,English Writing Skills – Paraphrasing,writing,https://www.engvid.com/paraphrasing-english-writing/,Advanced,Advanced,writing
2217,How to Write an Effective Essay,writing,https://www.engvid.com/how-to-write-an-effective-essay/,"Beginner, Intermediate, Advanced",Advanced,writing
2218,English Grammar – Introduction to Past Progressive,grammar,https://www.engvid.com/english-grammar-introduction-to-past-progressive/,Beginner,Beginner,grammar
2219,English Vocabulary – How to talk about where you were born and raised,speaking vocabulary,https://www.engvid.com/english-vocabulary-how-to-talk-about-where-you-were-born-and-raised/,Beginner,Beginner,"speaking, vocabulary"
2220,English Idioms & Phrasal Verbs – ON,expressions,https://www.engvid.com/english-idioms-phrasal-verbs-on/,"Intermediate, Advanced",Advanced,expressions
2221,Polite English – ‘Want’ & ‘Would like’,speaking,https://www.engvid.com/polite-english-want-would-like/,Beginner,Beginner,speaking
2222,English Grammar – Using ALREADY & YET,grammar speaking,https://www.engvid.com/grammar-already-yet/,Intermediate,Intermediate,"grammar, speaking"
2223,English Pronunciation – R & L,pronunciation,https://www.engvid.com/english-pronunciation-r-l/,Beginner,Beginner,pronunciation
2224,English Grammar – Modals of Advisability,grammar,https://www.engvid.com/grammar-modals-of-advisability/,Intermediate,Intermediate,grammar
2225,English Idioms – ‘Blue’,expressions,https://www.engvid.com/english-idioms-blue/,Intermediate,Intermediate,expressions
2226,TOEFL or IELTS? Which exam should you take?,IELTS TOEFL,https://www.engvid.com/toefl-or-ielts-which-exam-should-you-take/,"Beginner, Intermediate, Advanced",Advanced,ielts
2227,Speaking English – How to talk about mistakes and regrets,pronunciation speaking vocabulary,https://www.engvid.com/talk-about-mistakes-regrets/,Beginner,Beginner,"pronunciation, speaking, vocabulary"
2228,Grammar – Past Simple vs. Present Perfect,grammar,https://www.engvid.com/grammar-past-simple-present-perfect/,Intermediate,Intermediate,grammar
2229,Speaking English – Tag Questions – How to express assumptions or comment on a situation,grammar speaking,https://www.engvid.com/tag-questions/,Intermediate,Intermediate,"grammar, speaking"
2230,"Common Mistakes in English: CHOOSE, CHOSE, CHOICE",grammar,https://www.engvid.com/english-mistakes-choose-chose-choice/,Intermediate,Intermediate,grammar
2231,"English Vocabulary – Love, Dating, and Relationships",culture & tips speaking vocabulary,https://www.engvid.com/english-vocabulary-love-dating-relationships/,"Intermediate, Advanced",Advanced,"culture & tips, speaking, vocabulary"
2232,English Idioms – ‘Money’,expressions,https://www.engvid.com/english-idioms-money/,Beginner,Beginner,expressions
2233,Easy Introduction to PASSIVE,grammar,https://www.engvid.com/easy-introduction-to-passive/,Intermediate,Intermediate,grammar
2234,Punctuation – How to Use Commas in English Writing,grammar writing,https://www.engvid.com/commas-punctuation-english-writing/,Intermediate,Intermediate,"grammar, writing"
2235,English Grammar – Introduction to the Passive,grammar,https://www.engvid.com/english-grammar-passive-introduction/,Intermediate,Intermediate,grammar
2236,"English Vocabulary – Appointments, Reservations, and Plans",speaking vocabulary,https://www.engvid.com/english-vocabulary-appointments-reservations/,Intermediate,Intermediate,"speaking, vocabulary"
2237,Order of Adjectives – Speak and Write like a Native English Speaker,grammar speaking,https://www.engvid.com/order-of-adjectives-english/,Intermediate,Intermediate,"grammar, speaking"
2238,Phrases and Clauses in English – What’s the Difference?,grammar,https://www.engvid.com/phrases-clauses-english/,Advanced,Advanced,grammar
2239,English Vocabulary – How to Talk about Marriage,vocabulary,https://www.engvid.com/english-vocabulary-marriage/,Intermediate,Intermediate,vocabulary
2240,Introduction to English Academic Writing – Parts of a Paragraph,TOEFL writing,https://www.engvid.com/introduction-to-english-academic-writing-parts-of-a-paragraph/,Intermediate,Intermediate,writing
2241,English Spelling – When to Double Consonants (“swimming” “stopped” etc.),grammar writing,https://www.engvid.com/english-spelling-double-consonants/,Intermediate,Intermediate,"grammar, writing"
